,kontratTuru,kontratAdi,clearingQuantityAsk,clearingQuantityBid
106430,Saatlik,PH22030215,1606.4,1606.4
106435,Blok,PB22030216-01,1032.1,1032.1
106436,Saatlik,PH22030216,1509.3,1509.3
106441,Blok,PB22030217-01,950.7,950.7
106442,Saatlik,PH22030217,1237.2,1237.2
106447,Blok,PB22030218-01,921.9,921.9
106448,Saatlik,PH22030218,1220.2,1220.2
106452,Blok,PB22030219-01,983.3,983.3
106453,Saatlik,PH22030219,1048.2,1048.2
106457,Blok,PB22030220-01,1045.0,1045.0
106458,Saatlik,PH22030220,656.0,656.0
106462,Blok,PB22030221-01,1185.2,1185.2
106463,Saatlik,PH22030221,690.0,690.0
106467,Blok,PB22030222-01,1217.4,1217.4
106468,Saatlik,PH22030222,753.9,753.9
106472,Blok,PB22030223-01,1184.3,1184.3
106473,Saatlik,PH22030223,638.9,638.9
106474,Blok,PB22030300-01,906.3,906.3
106475,Blok,PB22030300-03,0.8,0.8
106476,Blok,PB22030300-08,2.5,2.5
106477,Blok,PB22030300-24,63.4,63.4
106478,Saatlik,PH22030300,355.2,355.2
106482,Blok,PB22030301-01,850.5,850.5
106483,Blok,PB22030301-02,200.0,200.0
106484,Saatlik,PH22030301,714.7,714.7
106489,Blok,PB22030302-01,911.6,911.6
106490,Saatlik,PH22030302,610.2,610.2
106493,Blok,PB22030303-01,1050.8,1050.8
106494,Blok,PB22030303-06,35.0,35.0
106495,Saatlik,PH22030303,518.3,518.3
106499,Blok,PB22030304-01,1124.4,1124.4
106500,Saatlik,PH22030304,914.1,914.1
106504,Blok,PB22030305-01,1168.4,1168.4
106505,Saatlik,PH22030305,572.4,572.4
106509,Blok,PB22030306-01,1004.5,1004.5
106510,Saatlik,PH22030306,1195.2,1195.2
106514,Blok,PB22030307-01,1126.8,1126.8
106515,Blok,PB22030307-03,0.8,0.8
106516,Saatlik,PH22030307,1515.6,1515.6
106520,Blok,PB22030308-01,1008.6,1008.6
106521,Blok,PB22030308-16,2.2,2.2
106522,Saatlik,PH22030308,983.4,983.4
106526,Blok,PB22030309-01,1101.2,1101.2
106527,Blok,PB22030309-02,155.2,155.2
106528,Saatlik,PH22030309,1157.5,1157.5
106532,Blok,PB22030310-01,917.9,917.9
106533,Blok,PB22030310-04,9.0,9.0
106534,Saatlik,PH22030310,1450.9,1450.9
106538,Blok,PB22030311-01,1066.5,1066.5
106539,Blok,PB22030311-04,36.2,36.2
106540,Saatlik,PH22030311,1782.9,1782.9
106545,Blok,PB22030312-01,1107.1,1107.1
106546,Saatlik,PH22030312,2628.8,2628.8
106551,Blok,PB22030313-01,1170.9,1170.9
106552,Saatlik,PH22030313,2676.0,2676.0
106556,Blok,PB22030314-01,934.6,934.6
106557,Blok,PB22030314-02,154.0,154.0
106558,Saatlik,PH22030314,2380.2,2380.2
106562,Blok,PB22030315-01,1136.3,1136.3
106563,Blok,PB22030315-04,0.8,0.8
106564,Blok,PB22030315-08,3.0,3.0
106565,Saatlik,PH22030315,2870.2,2870.2
106570,Blok,PB22030316-01,1083.6,1083.6
106571,Saatlik,PH22030316,3193.8,3193.8
106576,Blok,PB22030317-01,1141.2,1141.2
106577,Blok,PB22030317-02,65.0,65.0
106578,Blok,PB22030317-03,100.0,100.0
106579,Blok,PB22030317-04,1.5,1.5
106580,Saatlik,PH22030317,2735.1,2735.1
106588,Blok,PB22030318-01,908.0,908.0
106589,Saatlik,PH22030318,2488.7,2488.7
106595,Blok,PB22030319-01,876.9,876.9
106596,Saatlik,PH22030319,2734.1,2734.1
106601,Blok,PB22030320-01,742.1,742.1
106602,Saatlik,PH22030320,4129.6,4129.6
106606,Blok,PB22030321-01,788.9,788.9
106607,Saatlik,PH22030321,3497.4,3497.4
106611,Blok,PB22030322-01,804.4,804.4
106612,Saatlik,PH22030322,2633.9,2633.9
106615,Blok,PB22030323-01,1071.9,1071.9
106616,Saatlik,PH22030323,2270.9,2270.9
106617,Blok,PB22030400-01,562.6,562.6
106618,Blok,PB22030400-03,0.8,0.8
106619,Blok,PB22030400-07,35.4,35.4
106620,Blok,PB22030400-24,66.4,66.4
106621,Saatlik,PH22030400,731.0,731.0
106625,Blok,PB22030401-01,619.9,619.9
106626,Saatlik,PH22030401,774.3,774.3
106630,Blok,PB22030402-01,492.9,492.9
106631,Blok,PB22030402-02,154.0,154.0
106632,Blok,PB22030402-03,40.0,40.0
106633,Saatlik,PH22030402,861.1,861.1
106638,Blok,PB22030403-01,547.2,547.2
106639,Saatlik,PH22030403,821.7,821.7
106643,Blok,PB22030404-01,798.3,798.3
106644,Saatlik,PH22030404,918.3,918.3
106647,Blok,PB22030405-01,748.1,748.1
106648,Saatlik,PH22030405,999.6,999.6
106651,Blok,PB22030406-01,715.9,715.9
106652,Saatlik,PH22030406,1031.1,1031.1
106654,Blok,PB22030407-01,604.4,604.4
106655,Blok,PB22030407-04,154.8,154.8
106656,Saatlik,PH22030407,1569.4,1569.4
106659,Blok,PB22030408-01,537.9,537.9
106660,Saatlik,PH22030408,1462.5,1462.5
106663,Blok,PB22030409-01,508.9,508.9
106664,Saatlik,PH22030409,1195.1,1195.1
106667,Blok,PB22030410-01,536.5,536.5
106668,Blok,PB22030410-02,50.0,50.0
106669,Blok,PB22030410-06,4.1,4.1
106670,Saatlik,PH22030410,666.0,666.0
106674,Blok,PB22030411-01,918.3,918.3
106675,Blok,PB22030411-03,35.0,35.0
106676,Saatlik,PH22030411,1025.2,1025.2
106680,Blok,PB22030412-01,733.9,733.9
106681,Saatlik,PH22030412,1470.4,1470.4
106685,Blok,PB22030413-01,750.8,750.8
106686,Blok,PB22030413-02,50.0,50.0
106687,Saatlik,PH22030413,1715.1,1715.1
106691,Blok,PB22030414-01,719.4,719.4
106692,Blok,PB22030414-02,154.0,154.0
106693,Saatlik,PH22030414,1309.4,1309.4
106697,Blok,PB22030415-01,741.0,741.0
106698,Blok,PB22030415-02,25.0,25.0
106699,Blok,PB22030415-04,0.8,0.8
106700,Saatlik,PH22030415,1615.4,1615.4
106704,Blok,PB22030416-01,642.3,642.3
106705,Blok,PB22030416-08,3.0,3.0
106706,Saatlik,PH22030416,2343.3,2343.3
106710,Blok,PB22030417-01,639.4,639.4
106711,Saatlik,PH22030417,2262.6,2262.6
106715,Blok,PB22030418-01,697.1,697.1
106716,Saatlik,PH22030418,2258.0,2258.0
106719,Blok,PB22030419-01,526.2,526.2
106720,Saatlik,PH22030419,1833.5,1833.5
106723,Blok,PB22030420-01,547.9,547.9
106724,Saatlik,PH22030420,2409.7,2409.7
106727,Blok,PB22030421-01,493.4,493.4
106728,Blok,PB22030421-02,2.0,2.0
106729,Saatlik,PH22030421,2256.3,2256.3
106733,Blok,PB22030422-01,506.1,506.1
106734,Saatlik,PH22030422,1630.2,1630.2
106737,Blok,PB22030423-01,484.2,484.2
106738,Saatlik,PH22030423,1672.0,1672.0
106739,Blok,PB22030500-01,506.4,506.4
106740,Blok,PB22030500-02,1.3,1.3
106741,Blok,PB22030500-03,0.8,0.8
106742,Blok,PB22030500-08,15.0,15.0
106743,Blok,PB22030500-24,66.7,66.7
106744,Saatlik,PH22030500,1293.6,1293.6
106749,Blok,PB22030501-01,437.0,437.0
106750,Blok,PB22030501-22,35.0,35.0
106751,Saatlik,PH22030501,876.1,876.1
106756,Blok,PB22030502-01,635.6,635.6
106757,Saatlik,PH22030502,660.4,660.4
106761,Blok,PB22030503-01,432.1,432.1
106762,Blok,PB22030503-21,1.3,1.3
106763,Saatlik,PH22030503,1031.7,1031.7
106768,Blok,PB22030504-01,435.9,435.9
106769,Saatlik,PH22030504,880.0,880.0
106774,Blok,PB22030505-01,454.8,454.8
106775,Saatlik,PH22030505,814.5,814.5
106780,Blok,PB22030506-01,454.4,454.4
106781,Saatlik,PH22030506,871.9,871.9
106786,Blok,PB22030507-01,565.3,565.3
106787,Blok,PB22030507-04,0.8,0.8
106788,Saatlik,PH22030507,791.7,791.7
106793,Blok,PB22030508-01,708.3,708.3
106794,Saatlik,PH22030508,698.0,698.0
106799,Blok,PB22030509-01,473.0,473.0
106800,Blok,PB22030509-02,0.4,0.4
106801,Saatlik,PH22030509,903.9,903.9
106807,Blok,PB22030510-01,467.7,467.7
106808,Blok,PB22030510-14,40.0,40.0
106809,Saatlik,PH22030510,1028.3,1028.3
106814,Blok,PB22030511-01,491.2,491.2
106815,Saatlik,PH22030511,842.0,842.0
106820,Blok,PB22030512-01,721.5,721.5
106821,Saatlik,PH22030512,1135.8,1135.8
106826,Blok,PB22030513-01,635.3,635.3
106827,Saatlik,PH22030513,1083.6,1083.6
106832,Blok,PB22030514-01,699.6,699.6
106833,Blok,PB22030514-04,20.0,20.0
106834,Saatlik,PH22030514,916.5,916.5
106840,Blok,PB22030515-01,798.0,798.0
106841,Blok,PB22030515-02,4.0,4.0
106842,Blok,PB22030515-04,0.8,0.8
106843,Saatlik,PH22030515,617.0,617.0
106851,Blok,PB22030516-01,824.2,824.2
106852,Saatlik,PH22030516,1038.0,1038.0
106859,Blok,PB22030517-01,887.6,887.6
106860,Blok,PB22030517-07,50.0,50.0
106861,Saatlik,PH22030517,1169.3,1169.3
106868,Blok,PB22030518-01,870.2,870.2
106869,Blok,PB22030518-04,20.0,20.0
106870,Saatlik,PH22030518,1124.6,1124.6
106877,Blok,PB22030519-01,840.6,840.6
106878,Saatlik,PH22030519,1065.8,1065.8
106885,Blok,PB22030520-01,845.7,845.7
106886,Saatlik,PH22030520,1146.8,1146.8
106893,Blok,PB22030521-01,670.9,670.9
106894,Saatlik,PH22030521,935.7,935.7
106900,Blok,PB22030522-01,641.9,641.9
106901,Saatlik,PH22030522,1215.6,1215.6
106906,Blok,PB22030523-01,671.4,671.4
106907,Saatlik,PH22030523,1252.5,1252.5
106908,Blok,PB22030600-01,478.3,478.3
106909,Blok,PB22030600-03,0.8,0.8
106910,Blok,PB22030600-07,1.4,1.4
106911,Blok,PB22030600-08,30.0,30.0
106912,Blok,PB22030600-24,66.0,66.0
106913,Saatlik,PH22030600,845.2,845.2
106918,Blok,PB22030601-01,499.4,499.4
106919,Saatlik,PH22030601,730.0,730.0
106924,Blok,PB22030602-01,509.0,509.0
106925,Saatlik,PH22030602,587.0,587.0
106929,Blok,PB22030603-01,518.1,518.1
106930,Blok,PB22030603-03,2.6,2.6
106931,Saatlik,PH22030603,566.7,566.7
106936,Blok,PB22030604-01,462.8,462.8
106937,Saatlik,PH22030604,576.5,576.5
106942,Blok,PB22030605-01,477.1,477.1
106943,Saatlik,PH22030605,346.7,346.7
106947,Blok,PB22030606-01,539.1,539.1
106948,Blok,PB22030606-03,2.5,2.5
106949,Saatlik,PH22030606,403.0,403.0
106953,Blok,PB22030607-01,542.9,542.9
106954,Blok,PB22030607-02,1.3,1.3
106955,Blok,PB22030607-04,0.8,0.8
106956,Saatlik,PH22030607,382.3,382.3
106961,Blok,PB22030608-01,652.4,652.4
106962,Saatlik,PH22030608,1060.1,1060.1
106965,Blok,PB22030609-01,551.0,551.0
106966,Blok,PB22030609-03,2.4,2.4
106967,Blok,PB22030609-07,1.2,1.2
106968,Blok,PB22030609-15,30.0,30.0
106969,Saatlik,PH22030609,517.0,517.0
106975,Blok,PB22030610-01,559.4,559.4
106976,Saatlik,PH22030610,774.4,774.4
106981,Blok,PB22030611-01,604.8,604.8
106982,Blok,PB22030611-05,3.0,3.0
106983,Blok,PB22030611-13,5.0,5.0
106984,Saatlik,PH22030611,1158.0,1158.0
106990,Blok,PB22030612-01,669.7,669.7
106991,Blok,PB22030612-02,0.5,0.5
106992,Blok,PB22030612-06,2.2,2.2
106993,Saatlik,PH22030612,1278.8,1278.8
107001,Blok,PB22030613-01,614.6,614.6
107002,Saatlik,PH22030613,1646.7,1646.7
107009,Blok,PB22030614-01,583.5,583.5
107010,Blok,PB22030614-02,1.0,1.0
107011,Saatlik,PH22030614,1363.5,1363.5
107019,Blok,PB22030615-01,614.1,614.1
107020,Blok,PB22030615-04,0.8,0.8
107021,Saatlik,PH22030615,1339.6,1339.6
107027,Blok,PB22030616-01,583.0,583.0
107028,Blok,PB22030616-03,1.3,1.3
107029,Saatlik,PH22030616,1015.2,1015.2
107036,Blok,PB22030617-01,670.3,670.3
107037,Blok,PB22030617-06,3.0,3.0
107038,Saatlik,PH22030617,1284.5,1284.5
107045,Blok,PB22030618-01,551.6,551.6
107046,Blok,PB22030618-02,2.4,2.4
107047,Blok,PB22030618-03,4.0,4.0
107048,Saatlik,PH22030618,1595.6,1595.6
107055,Blok,PB22030619-01,591.5,591.5
107056,Blok,PB22030619-05,1.4,1.4
107057,Saatlik,PH22030619,1354.1,1354.1
107064,Blok,PB22030620-01,557.1,557.1
107065,Blok,PB22030620-04,2.6,2.6
107066,Saatlik,PH22030620,1142.2,1142.2
107073,Blok,PB22030621-01,733.5,733.5
107074,Saatlik,PH22030621,1073.4,1073.4
107081,Blok,PB22030622-01,622.4,622.4
107082,Saatlik,PH22030622,886.7,886.7
107088,Blok,PB22030623-01,643.6,643.6
107089,Saatlik,PH22030623,1219.7,1219.7
107090,Blok,PB22030700-01,601.4,601.4
107091,Blok,PB22030700-03,0.8,0.8
107092,Blok,PB22030700-07,30.0,30.0
107093,Blok,PB22030700-08,1.2,1.2
107094,Blok,PB22030700-10,1.2,1.2
107095,Blok,PB22030700-24,63.6,63.6
107096,Saatlik,PH22030700,902.2,902.2
107102,Blok,PB22030701-01,623.2,623.2
107103,Saatlik,PH22030701,645.7,645.7
107109,Blok,PB22030702-01,596.2,596.2
107110,Blok,PB22030702-02,42.2,42.2
107111,Saatlik,PH22030702,636.8,636.8
107117,Blok,PB22030703-01,602.0,602.0
107118,Saatlik,PH22030703,751.1,751.1
107123,Blok,PB22030704-01,664.4,664.4
107124,Saatlik,PH22030704,526.2,526.2
107129,Blok,PB22030705-01,637.8,637.8
107130,Saatlik,PH22030705,538.2,538.2
107135,Blok,PB22030706-01,514.6,514.6
107136,Saatlik,PH22030706,576.5,576.5
107140,Blok,PB22030707-01,551.0,551.0
107141,Blok,PB22030707-04,0.8,0.8
107142,Saatlik,PH22030707,1145.2,1145.2
107146,Blok,PB22030708-01,611.5,611.5
107147,Blok,PB22030708-02,6.5,6.5
107148,Blok,PB22030708-16,2.4,2.4
107149,Saatlik,PH22030708,1099.8,1099.8
107155,Blok,PB22030709-01,570.7,570.7
107156,Saatlik,PH22030709,1105.2,1105.2
107160,Blok,PB22030710-01,485.7,485.7
107161,Saatlik,PH22030710,1013.4,1013.4
107164,Blok,PB22030711-01,567.8,567.8
107165,Blok,PB22030711-06,6.5,6.5
107166,Saatlik,PH22030711,1284.5,1284.5
107170,Blok,PB22030712-01,639.0,639.0
107171,Blok,PB22030712-02,26.5,26.5
107172,Saatlik,PH22030712,1720.3,1720.3
107177,Blok,PB22030713-01,591.2,591.2
107178,Blok,PB22030713-05,20.0,20.0
107179,Saatlik,PH22030713,1680.7,1680.7
107184,Blok,PB22030714-01,673.3,673.3
107185,Blok,PB22030714-02,10.1,10.1
107186,Blok,PB22030714-04,30.0,30.0
107187,Saatlik,PH22030714,2158.3,2158.3
107194,Blok,PB22030715-01,809.5,809.5
107195,Blok,PB22030715-04,0.8,0.8
107196,Saatlik,PH22030715,2212.0,2212.0
107203,Blok,PB22030716-01,881.3,881.3
107204,Blok,PB22030716-07,3.0,3.0
107205,Saatlik,PH22030716,2222.4,2222.4
107212,Blok,PB22030717-01,832.1,832.1
107213,Blok,PB22030717-06,6.1,6.1
107214,Blok,PB22030717-07,137.0,137.0
107215,Saatlik,PH22030717,1906.9,1906.9
107222,Blok,PB22030718-01,680.9,680.9
107223,Saatlik,PH22030718,1938.1,1938.1
107229,Blok,PB22030719-01,786.3,786.3
107230,Blok,PB22030719-04,5.0,5.0
107231,Saatlik,PH22030719,1735.4,1735.4
107238,Blok,PB22030720-01,729.9,729.9
107239,Saatlik,PH22030720,2117.4,2117.4
107246,Blok,PB22030721-01,799.1,799.1
107247,Saatlik,PH22030721,2045.1,2045.1
107254,Blok,PB22030722-01,758.5,758.5
107255,Saatlik,PH22030722,1566.5,1566.5
107259,Blok,PB22030723-01,633.1,633.1
107260,Saatlik,PH22030723,1470.8,1470.8
107261,Blok,PB22030800-01,533.3,533.3
107262,Blok,PB22030800-03,0.8,0.8
107263,Blok,PB22030800-09,1.2,1.2
107264,Blok,PB22030800-24,60.8,60.8
107265,Saatlik,PH22030800,1114.7,1114.7
107269,Blok,PB22030801-01,606.9,606.9
107270,Saatlik,PH22030801,989.4,989.4
107274,Blok,PB22030802-01,567.2,567.2
107275,Saatlik,PH22030802,791.8,791.8
107278,Blok,PB22030803-01,601.7,601.7
107279,Saatlik,PH22030803,617.4,617.4
107282,Blok,PB22030804-01,626.4,626.4
107283,Saatlik,PH22030804,461.7,461.7
107286,Blok,PB22030805-01,666.9,666.9
107287,Saatlik,PH22030805,671.2,671.2
107290,Blok,PB22030806-01,644.9,644.9
107291,Saatlik,PH22030806,885.8,885.8
107294,Blok,PB22030807-01,637.7,637.7
107295,Blok,PB22030807-04,3.8,3.8
107296,Saatlik,PH22030807,1767.3,1767.3
107300,Blok,PB22030808-01,717.4,717.4
107301,Saatlik,PH22030808,1885.9,1885.9
107304,Blok,PB22030809-01,715.3,715.3
107305,Blok,PB22030809-02,0.4,0.4
107306,Blok,PB22030809-15,2.1,2.1
107307,Saatlik,PH22030809,1757.6,1757.6
107312,Blok,PB22030810-01,719.2,719.2
107313,Saatlik,PH22030810,1860.6,1860.6
107316,Blok,PB22030811-01,841.6,841.6
107317,Saatlik,PH22030811,1652.6,1652.6
107320,Blok,PB22030812-01,470.8,470.8
107321,Blok,PB22030812-03,10.0,10.0
107322,Saatlik,PH22030812,923.8,923.8
107326,Blok,PB22030813-01,891.2,891.2
107327,Blok,PB22030813-02,3.0,3.0
107328,Blok,PB22030813-11,0.7,0.7
107329,Saatlik,PH22030813,1516.9,1516.9
107335,Blok,PB22030814-01,858.0,858.0
107336,Saatlik,PH22030814,1647.6,1647.6
107340,Blok,PB22030815-01,866.6,866.6
107341,Blok,PB22030815-02,10.0,10.0
107342,Blok,PB22030815-03,7.0,7.0
107343,Blok,PB22030815-04,0.8,0.8
107344,Saatlik,PH22030815,1706.2,1706.2
107351,Blok,PB22030816-01,770.9,770.9
107352,Saatlik,PH22030816,1860.4,1860.4
107358,Blok,PB22030817-01,781.6,781.6
107359,Saatlik,PH22030817,1394.2,1394.2
107364,Blok,PB22030818-01,773.8,773.8
107365,Blok,PB22030818-06,30.0,30.0
107366,Saatlik,PH22030818,1048.1,1048.1
107371,Blok,PB22030819-01,698.1,698.1
107372,Blok,PB22030819-03,19.4,19.4
107373,Saatlik,PH22030819,1305.6,1305.6
107379,Blok,PB22030820-01,633.5,633.5
107380,Saatlik,PH22030820,1359.8,1359.8
107386,Blok,PB22030821-01,651.8,651.8
107387,Saatlik,PH22030821,1413.7,1413.7
107392,Blok,PB22030822-01,712.6,712.6
107393,Saatlik,PH22030822,1459.6,1459.6
107398,Blok,PB22030823-01,782.2,782.2
107399,Saatlik,PH22030823,925.1,925.1
107400,Blok,PB22030900-01,602.9,602.9
107401,Blok,PB22030900-03,30.8,30.8
107402,Blok,PB22030900-24,64.4,64.4
107403,Saatlik,PH22030900,541.0,541.0
107406,Blok,PB22030901-01,626.2,626.2
107407,Saatlik,PH22030901,402.7,402.7
107410,Blok,PB22030902-01,642.3,642.3
107411,Saatlik,PH22030902,338.7,338.7
107413,Blok,PB22030903-01,792.0,792.0
107414,Blok,PB22030903-02,102.5,102.5
107415,Saatlik,PH22030903,663.0,663.0
107418,Blok,PB22030904-01,870.4,870.4
107419,Saatlik,PH22030904,473.3,473.3
107421,Blok,PB22030905-01,693.8,693.8
107422,Blok,PB22030905-03,30.0,30.0
107423,Saatlik,PH22030905,326.7,326.7
107426,Blok,PB22030906-01,658.9,658.9
107427,Saatlik,PH22030906,770.5,770.5
107430,Blok,PB22030907-01,685.6,685.6
107431,Blok,PB22030907-04,0.8,0.8
107432,Saatlik,PH22030907,878.1,878.1
107435,Blok,PB22030908-01,742.8,742.8
107436,Blok,PB22030908-02,100.0,100.0
107437,Saatlik,PH22030908,1147.5,1147.5
107441,Blok,PB22030909-01,715.8,715.8
107442,Blok,PB22030909-03,0.4,0.4
107443,Saatlik,PH22030909,1408.1,1408.1
107447,Blok,PB22030910-01,760.6,760.6
107448,Saatlik,PH22030910,1335.2,1335.2
107451,Blok,PB22030911-01,756.6,756.6
107452,Blok,PB22030911-13,30.0,30.0
107453,Saatlik,PH22030911,1041.6,1041.6
107456,Blok,PB22030912-01,859.4,859.4
107457,Blok,PB22030912-02,40.0,40.0
107458,Blok,PB22030912-12,4.1,4.1
107459,Saatlik,PH22030912,1886.4,1886.4
107464,Blok,PB22030913-01,951.0,951.0
107465,Saatlik,PH22030913,1941.3,1941.3
107469,Blok,PB22030914-01,1004.2,1004.2
107470,Blok,PB22030914-03,10.0,10.0
107471,Saatlik,PH22030914,1485.3,1485.3
107476,Blok,PB22030915-01,1062.9,1062.9
107477,Blok,PB22030915-04,0.8,0.8
107478,Saatlik,PH22030915,1533.4,1533.4
107484,Blok,PB22030916-01,1211.8,1211.8
107485,Saatlik,PH22030916,1271.8,1271.8
107490,Blok,PB22030917-01,878.4,878.4
107491,Saatlik,PH22030917,1842.7,1842.7
107496,Blok,PB22030918-01,871.9,871.9
107497,Saatlik,PH22030918,1873.9,1873.9
107501,Blok,PB22030919-01,860.9,860.9
107502,Blok,PB22030919-03,80.0,80.0
107503,Saatlik,PH22030919,1517.0,1517.0
107508,Blok,PB22030920-01,736.7,736.7
107509,Saatlik,PH22030920,1699.8,1699.8
107514,Blok,PB22030921-01,664.3,664.3
107515,Saatlik,PH22030921,1531.0,1531.0
107519,Blok,PB22030922-01,808.3,808.3
107520,Saatlik,PH22030922,1241.1,1241.1
107524,Blok,PB22030923-01,747.2,747.2
107525,Saatlik,PH22030923,1138.5,1138.5
107526,Blok,PB22031000-01,582.1,582.1
107527,Blok,PB22031000-02,0.8,0.8
107528,Blok,PB22031000-05,1.3,1.3
107529,Blok,PB22031000-24,92.6,92.6
107530,Saatlik,PH22031000,443.5,443.5
107534,Blok,PB22031001-01,589.8,589.8
107535,Saatlik,PH22031001,483.8,483.8
107538,Blok,PB22031002-01,678.1,678.1
107539,Blok,PB22031002-03,3.0,3.0
107540,Saatlik,PH22031002,439.9,439.9
107544,Blok,PB22031003-01,687.4,687.4
107545,Saatlik,PH22031003,370.4,370.4
107549,Blok,PB22031004-01,590.2,590.2
107550,Saatlik,PH22031004,320.9,320.9
107552,Blok,PB22031005-01,547.6,547.6
107553,Saatlik,PH22031005,410.0,410.0
107555,Blok,PB22031006-01,574.1,574.1
107556,Blok,PB22031006-05,0.8,0.8
107557,Saatlik,PH22031006,484.6,484.6
107560,Blok,PB22031007-01,538.9,538.9
107561,Saatlik,PH22031007,945.4,945.4
107564,Blok,PB22031008-01,616.7,616.7
107565,Blok,PB22031008-02,50.0,50.0
107566,Saatlik,PH22031008,1329.2,1329.2
107570,Blok,PB22031009-01,643.0,643.0
107571,Blok,PB22031009-02,103.0,103.0
107572,Blok,PB22031009-03,0.4,0.4
107573,Saatlik,PH22031009,981.1,981.1
107578,Blok,PB22031010-01,659.7,659.7
107579,Blok,PB22031010-02,3.0,3.0
107580,Saatlik,PH22031010,1587.9,1587.9
107584,Blok,PB22031011-01,770.0,770.0
107585,Blok,PB22031011-13,4.5,4.5
107586,Saatlik,PH22031011,1640.1,1640.1
107589,Blok,PB22031012-01,812.3,812.3
107590,Blok,PB22031012-03,30.0,30.0
107591,Blok,PB22031012-09,1.0,1.0
107592,Saatlik,PH22031012,1790.3,1790.3
107597,Blok,PB22031013-01,808.1,808.1
107598,Saatlik,PH22031013,1786.2,1786.2
107603,Blok,PB22031014-01,923.5,923.5
107604,Saatlik,PH22031014,1536.2,1536.2
107608,Blok,PB22031015-01,827.9,827.9
107609,Blok,PB22031015-04,0.8,0.8
107610,Saatlik,PH22031015,1695.9,1695.9
107615,Blok,PB22031016-01,732.0,732.0
107616,Saatlik,PH22031016,1794.6,1794.6
107621,Blok,PB22031017-01,745.3,745.3
107622,Saatlik,PH22031017,2163.2,2163.2
107627,Blok,PB22031018-01,756.7,756.7
107628,Blok,PB22031018-03,5.0,5.0
107629,Blok,PB22031018-04,3.0,3.0
107630,Saatlik,PH22031018,2023.4,2023.4
107636,Blok,PB22031019-01,753.6,753.6
107637,Blok,PB22031019-02,15.5,15.5
107638,Saatlik,PH22031019,1954.4,1954.4
107645,Blok,PB22031020-01,675.6,675.6
107646,Blok,PB22031020-03,60.0,60.0
107647,Blok,PB22031020-04,55.0,55.0
107648,Saatlik,PH22031020,1952.8,1952.8
107654,Blok,PB22031021-01,714.9,714.9
107655,Saatlik,PH22031021,1741.5,1741.5
107660,Blok,PB22031022-01,627.7,627.7
107661,Blok,PB22031022-02,11.0,11.0
107662,Saatlik,PH22031022,1281.2,1281.2
107667,Blok,PB22031023-01,617.1,617.1
107668,Saatlik,PH22031023,1138.1,1138.1
107669,Blok,PB22031100-01,543.9,543.9
107670,Blok,PB22031100-02,2.1,2.1
107671,Blok,PB22031100-03,30.8,30.8
107672,Blok,PB22031100-06,2.1,2.1
107673,Blok,PB22031100-24,93.9,93.9
107674,Saatlik,PH22031100,517.6,517.6
107679,Blok,PB22031101-01,553.8,553.8
107680,Saatlik,PH22031101,400.0,400.0
107684,Blok,PB22031102-01,513.4,513.4
107685,Saatlik,PH22031102,381.0,381.0
107688,Blok,PB22031103-01,588.9,588.9
107689,Blok,PB22031103-03,195.0,195.0
107690,Saatlik,PH22031103,454.9,454.9
107694,Blok,PB22031104-01,670.7,670.7
107695,Saatlik,PH22031104,527.6,527.6
107699,Blok,PB22031105-01,726.8,726.8
107700,Saatlik,PH22031105,552.9,552.9
107702,Blok,PB22031106-01,626.1,626.1
107703,Blok,PB22031106-18,30.0,30.0
107704,Saatlik,PH22031106,786.1,786.1
107707,Blok,PB22031107-01,686.3,686.3
107708,Blok,PB22031107-04,0.8,0.8
107709,Saatlik,PH22031107,542.1,542.1
107713,Blok,PB22031108-01,799.8,799.8
107714,Saatlik,PH22031108,784.9,784.9
107718,Blok,PB22031109-01,769.2,769.2
107719,Blok,PB22031109-02,9.0,9.0
107720,Blok,PB22031109-03,0.4,0.4
107721,Saatlik,PH22031109,1190.5,1190.5
107727,Blok,PB22031110-01,714.0,714.0
107728,Saatlik,PH22031110,1107.9,1107.9
107732,Blok,PB22031111-01,743.2,743.2
107733,Saatlik,PH22031111,1423.6,1423.6
107736,Blok,PB22031112-01,842.4,842.4
107737,Blok,PB22031112-02,7.0,7.0
107738,Blok,PB22031112-11,9.5,9.5
107739,Saatlik,PH22031112,2290.8,2290.8
107744,Blok,PB22031113-01,805.2,805.2
107745,Saatlik,PH22031113,2641.1,2641.1
107749,Blok,PB22031114-01,750.4,750.4
107750,Blok,PB22031114-10,15.0,15.0
107751,Saatlik,PH22031114,1568.2,1568.2
107756,Blok,PB22031115-01,645.5,645.5
107757,Blok,PB22031115-04,0.8,0.8
107758,Saatlik,PH22031115,1804.2,1804.2
107764,Blok,PB22031116-01,739.8,739.8
107765,Saatlik,PH22031116,1764.5,1764.5
107771,Blok,PB22031117-01,727.1,727.1
107772,Saatlik,PH22031117,1475.2,1475.2
107778,Blok,PB22031118-01,722.7,722.7
107779,Saatlik,PH22031118,1444.0,1444.0
107784,Blok,PB22031119-01,663.3,663.3
107785,Saatlik,PH22031119,1458.2,1458.2
107790,Blok,PB22031120-01,719.3,719.3
107791,Saatlik,PH22031120,1561.3,1561.3
107796,Blok,PB22031121-01,673.6,673.6
107797,Saatlik,PH22031121,1384.5,1384.5
107802,Blok,PB22031122-01,703.3,703.3
