Type,Plant / Project name,Capacity (MW),Status,Start year,Latitude,Longitude,Location accuracy,City,GEM.Wiki URL
wind,Tatlipinar wind farm,20,operating,2019,39.7989,27.7563,exact,,https://www.gem.wiki/Tatlipinar_wind_farm
wind,Tatlipinar wind farm,96,operating,2020,39.7989,27.7563,exact,,https://www.gem.wiki/Tatlipinar_wind_farm
wind,Tayakadin wind farm,51,operating,,41.3798,28.1458,exact,,https://www.gem.wiki/Tayakadin_wind_farm
wind,Tepe wind farm,5.9,operating,,41.0556,28.4436,exact,,https://www.gem.wiki/Tepe_wind_farm
wind,Tire wind farm,22,operating,2017,38.032,27.6564,exact,Ortaköy Mahallesi,https://www.gem.wiki/Tire_wind_farm
wind,Tire wind farm,29,operating,2018,38.032,27.6564,exact,Ortaköy Mahallesi,https://www.gem.wiki/Tire_wind_farm
wind,Tokat wind farm,40,operating,2011,40.1746,36.5261,exact,,https://www.gem.wiki/Tokat_wind_farm
wind,Tokat wind farm,54,operating,2017,40.1746,36.5261,exact,,https://www.gem.wiki/Tokat_wind_farm
wind,Turguttepe wind farm,24,operating,2010,37.4571,27.7899,exact,,https://www.gem.wiki/Turguttepe_wind_farm
wind,Tuzla wind farm,7.5,operating,,39.3359,26.9598,exact,,https://www.gem.wiki/Tuzla_wind_farm
wind,Üçpir wind farm,112,operating,2019,40.1501,26.6506,exact,,https://www.gem.wiki/Üçpir_wind_farm
wind,Ulu wind farm,120.4,operating,,39.911,29.3834,exact,,https://www.gem.wiki/Ulu_wind_farm
wind,Uluborlu wind farm,61,operating,2016,38.1091,30.3886,exact,,https://www.gem.wiki/Uluborlu_wind_farm
wind,Umurlar wind farm,10,operating,2014,39.6524,28.5643,exact,,https://www.gem.wiki/Umurlar_wind_farm
wind,Umurlar wind farm,28,operating,2017,39.6524,28.5643,exact,,https://www.gem.wiki/Umurlar_wind_farm
wind,Urla (Egenda) wind farm,15,operating,2016,38.3188,26.6068,exact,,https://www.gem.wiki/Urla_(Egenda)_wind_farm
wind,Urla (Sancak) wind farm,18,operating,2016,38.2944,26.7855,exact,Ovacık Mahallesi,https://www.gem.wiki/Urla_(Sancak)_wind_farm
wind,Usak (Arz) wind farm,54,operating,2013,38.8302,29.9093,exact,,https://www.gem.wiki/Usak_(Arz)_wind_farm
wind,Vize-2 wind farm,58,operating,2020,41.671,27.7559,exact,,https://www.gem.wiki/Vize-2_wind_farm
wind,Vize-2 wind farm,19,operating,2021,41.671,27.7559,exact,,https://www.gem.wiki/Vize-2_wind_farm
wind,Yahselli wind farm,22,operating,2019,38.5899,27.1672,exact,Göktepe,https://www.gem.wiki/Yahselli_wind_farm
wind,Yahyali (Beyçelik) wind farm,66,operating,2016,38.1128,35.4911,exact,,https://www.gem.wiki/Yahyali_(Beyçelik)_wind_farm
wind,Yahyali (Beyçelik) wind farm,16,operating,2017,38.1128,35.4911,exact,,https://www.gem.wiki/Yahyali_(Beyçelik)_wind_farm
wind,Yahyali (Sancak) wind farm,53,operating,2015,38.1612,35.5387,exact,,https://www.gem.wiki/Yahyali_(Sancak)_wind_farm
wind,Yalova (Bereket) wind farm,54,operating,2016,40.5841,28.9363,exact,,https://www.gem.wiki/Yalova_(Bereket)_wind_farm
wind,Selimiye wind farm,53,operating,2020,40.5558,28.9907,exact,,https://www.gem.wiki/Selimiye_wind_farm
wind,Yamaçtepe wind farm,33,operating,2019,41.2732,28.2662,exact,,https://www.gem.wiki/Yamaçtepe_wind_farm
wind,Yaylaköy wind farm,15,operating,2016,38.5876,26.4519,exact,,https://www.gem.wiki/Yaylaköy_wind_farm
wind,Yenihisar wind farm,22,operating,2018,37.4884,27.3115,exact,,https://www.gem.wiki/Yenihisar_wind_farm
wind,Yeniköy (Artibir) wind farm,15,operating,2021,39.6362,26.5744,exact,,https://www.gem.wiki/Yeniköy_(Artibir)_wind_farm
wind,Yeniköy (Mutlu) wind farm,50,operating,2020,40.215,26.8178,exact,,https://www.gem.wiki/Yeniköy_(Mutlu)_wind_farm
wind,Yilmaz wind farm,15,operating,2020,38.5821,27.1308,exact,,https://www.gem.wiki/Yilmaz_wind_farm
wind,Yuntdag wind farm,42,operating,2008,38.9603,27.1936,exact,,https://www.gem.wiki/Yuntdag_wind_farm
wind,Yuntdag wind farm,15,operating,2011,38.9603,27.1936,exact,,https://www.gem.wiki/Yuntdag_wind_farm
wind,Yuntdag wind farm,2.5,operating,,38.9468,27.188,exact,,https://www.gem.wiki/Yuntdag_wind_farm
wind,Zeliha wind farm,26,operating,2016,41.7776,27.4888,exact,,https://www.gem.wiki/Zeliha_wind_farm
wind,Zeytineli wind farm,15,operating,2013,38.265,26.4929,exact,Alaçatı Mahallesi,https://www.gem.wiki/Zeytineli_wind_farm
wind,Zeytineli wind farm,35,operating,2013,38.265,26.4929,exact,Alaçatı Mahallesi,https://www.gem.wiki/Zeytineli_wind_farm
wind,Zincirli wind farm,12,operating,2016,38.0143,35.4474,exact,,https://www.gem.wiki/Zincirli_wind_farm
wind,Ziyaret wind farm,35,operating,2010,36.1055,36.0461,exact,Hatay,https://www.gem.wiki/Ziyaret_wind_farm
wind,Ziyaret wind farm,22,operating,2011,36.1055,36.0461,exact,Hatay,https://www.gem.wiki/Ziyaret_wind_farm
wind,Ziyaret wind farm,7.5,operating,,36.1055,36.0461,exact,Hatay,https://www.gem.wiki/Ziyaret_wind_farm
wind,Ziyaret wind farm,11,operating,2014,36.1055,36.0461,exact,Hatay,https://www.gem.wiki/Ziyaret_wind_farm
wind,Zonguldak wind farm,120,operating,2022,40.5017,30.4807,exact,,https://www.gem.wiki/Zonguldak_wind_farm
wind,Ilgardere wind farm,11,operating,,39.6044,26.3618,exact,,https://www.gem.wiki/Ilgardere_wind_farm
wind,Kartal wind farm,39,operating,,39.9343,30.4271,exact,,https://www.gem.wiki/Kartal_wind_farm
wind,Uzak (Aydem) wind farm,54,operating,2014,38.8259,29.9087,approximate,,https://www.gem.wiki/Uzak_(Aydem)_wind_farm
solar,Eyüpnebi solar farm,24,operating,2018,37.3943,39.6718,exact,,https://www.gem.wiki/Eyüpnebi_solar_farm
solar,Mutluca solar farm,22,operating,,39.0247,40.9607,exact,,https://www.gem.wiki/Mutluca_solar_farm
solar,Hamsi solar farm,35,operating,,41.6766,35.0855,approximate,,https://www.gem.wiki/Hamsi_solar_farm
solar,Karapınar Yeka solar farm,1079,operating,2023,37.756,33.5599,exact,,https://www.gem.wiki/Karapınar_Yeka_solar_farm
solar,Taspinar solar farm,7,operating,,40.1,28.7463,approximate,,https://www.gem.wiki/Taspinar_solar_farm
wind,Taspinar wind farm,4.8,operating,2020,40.1084,28.7354,exact,,https://www.gem.wiki/Taspinar_wind_farm
wind,Taspinar wind farm,13,operating,2024,40.1084,28.7354,exact,,https://www.gem.wiki/Taspinar_wind_farm
wind,Uzak (Aydem) wind farm,7.5,operating,2019,38.8259,29.9087,approximate,,https://www.gem.wiki/Uzak_(Aydem)_wind_farm
solar,Samsun solar farm,57.3,operating,2024,40.9104,35.8962,approximate,,https://www.gem.wiki/Samsun_solar_farm
solar,Erzin-1 solar power plant,60,operating,2024,36.2149,36.1495,approximate,Hatay,https://www.gem.wiki/Erzin-1_solar_power_plant
solar,Silopi solar project,10.4,operating,,37.4553,42.5212,approximate,Sirnak,https://www.gem.wiki/Silopi_solar_project
solar,Kaletepe Regulatoru Ve Hybrid solar project,12,operating,,39.9063,41.2728,approximate,Erzurum,https://www.gem.wiki/Kaletepe_Regulatoru_Ve_Hybrid_solar_project
solar,Feslek Hybrid solar project,9.5,operating,,37.8484,27.8436,approximate,Aydin,https://www.gem.wiki/Feslek_Hybrid_solar_project
solar,Caygoren Hybrid solar project,4.6,operating,,39.5401,28.0229,approximate,Balikesir,https://www.gem.wiki/Caygoren_Hybrid_solar_project
solar,Alacati Hybrid solar project,16,operating,,38.4237,27.1428,approximate,Izmir,https://www.gem.wiki/Alacati_Hybrid_solar_project
solar,Tuzla solar project,7.5,operating,,40.055,26.9278,approximate,Canakkale,https://www.gem.wiki/Tuzla_solar_project
solar,Piro Reg. Ve Hybrid solar project,4.3,operating,,40.8293,37.4083,approximate,Ordu,https://www.gem.wiki/Piro_Reg._Ve_Hybrid_solar_project
solar,Yasil Hybrid solar project,4.1,operating,,37.5813,36.9275,approximate,Kahramanmaras,https://www.gem.wiki/Yasil_Hybrid_solar_project
solar,Alabalik Reg. Ve Hybrid solar project,16.8,operating,,39.9063,41.2728,approximate,Erzurum,https://www.gem.wiki/Alabalik_Reg._Ve_Hybrid_solar_project
solar,Eger Hybrid solar project,2,operating,,39.2523,29.4938,approximate,Kutahya,https://www.gem.wiki/Eger_Hybrid_solar_project
solar,Salihli Hybrid solar project-1,15,operating,,38.8574,28.0566,approximate,Manisa,https://www.gem.wiki/Salihli_Hybrid_solar_project-1
solar,Karaman Biyogaz Tesisi solar project,1.5,operating,,37.1797,33.3384,approximate,Karaman,https://www.gem.wiki/Karaman_Biyogaz_Tesisi_solar_project
solar,Gundogdu Hybrid solar project,9.6,operating,,39.9896,28.8945,approximate,Bursa,https://www.gem.wiki/Gundogdu_Hybrid_solar_project
solar,Elmali Hybrid solar project,9.9,operating,,36.7978,34.6298,approximate,Mersin,https://www.gem.wiki/Elmali_Hybrid_solar_project
solar,Goksu Hybrid solar project,11.4,operating,,38.0212,32.5225,approximate,Konya,https://www.gem.wiki/Goksu_Hybrid_solar_project
solar,Nil Orme-Corlu solar project,2.7,operating,,40.9913,27.3676,approximate,Tekirdag,https://www.gem.wiki/Nil_Orme-Corlu_solar_project
wind,Ordu wind farm,40,operating,2024,40.941,37.4536,approximate,,https://www.gem.wiki/Ordu_wind_farm
